序号,标题/微博内容,情感分析1,情感分析2,原文/评论链接,来源网站,日期,媒体类型,原文作者,信息属性,摘要,信源地域,精准地域,信源级别,行业标签,相似文章数,原创/转发,账号类型,涉及词,评论作者,转发数,评论数,点赞数,粉丝数,阅读数,主页链接,收藏数,
3262,#上海疫情防控效果日益显现#上海这两天一直在封路 确诊人数越来越少 路越封越多 ​​,厌恶,厌恶,http://weibo.com/6417723482/LrvlUezg8,新浪微博,2022/5/5 0:00,微博-微博个人号,小呐4708,敏感,#上海疫情防控效果日益显现#上海这两天一直在封路 确诊人数越来越少 路越封越多 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,2,0,无,0,
3962,#上海对因疫情致基本生活困难群众加强救助#关爱智障，人人有责[泪]我说的是舟舟[泪] ​​,悲伤,悲伤,http://weibo.com/6160543159/LoAmZ7mGl,新浪微博,2022/4/15 19:15,微博-微博个人号,只说真心话的小号,非敏感,#上海对因疫情致基本生活困难群众加强救助#关爱智障，人人有责[泪]我说的是舟舟[泪] ​​,辽宁,上海市,未定义,其他,1,原创,普通,,无,0,0,0,11,0,无,0,
1237,第一次被学校通知去做核酸检测唉所以徐汇区发生了啥？疫情两年多以来第一次被通知唉��� ​​,悲伤,悲伤,http://weibo.com/3011270640/LicaKwvme,新浪微博,2022/3/4 18:38,微博-微博橙V号,上官二月,敏感,第一次被学校通知去做核酸检测唉所以徐汇区发生了啥？疫情两年多以来第一次被通知唉��� ​​,上海,"上海市,徐汇区",中小,其他,1,原创,橙V,,无,0,0,0,493,0,无,0,
1962,#上海疫情已外溢至全国21个省71个市#初筛阳性还能若无其事的坐车，还是火车，上海，牛 ​​,悲伤,悲伤,http://weibo.com/6006355322/LmjRVidq0,新浪微博,2022/3/31 21:34,微博-微博个人号,风轻扬尘888,敏感,#上海疫情已外溢至全国21个省71个市#初筛阳性还能若无其事的坐车，还是火车，上海，牛 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,11,0,无,0,
4146,#上海市新冠肺炎疫情防控新闻发布会#不会是九亭吧[泪] ​​,悲伤,悲伤,http://weibo.com/1820894512/LhS6YgIGI,新浪微博,2022/3/2 15:33,微博-微博个人号,颜白苏打,非敏感,#上海市新冠肺炎疫情防控新闻发布会#不会是九亭吧[泪] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,123,0,无,0,
863,#上海疾控回应一人阳性整栋转移#造新词和废话文学，疫情时期官僚主义的两大体现。 ​​,厌恶,厌恶,http://weibo.com/5991688723/LsnMYnNRY,新浪微博,2022/5/10 18:35,微博-微博个人号,袁阳阳_,敏感,#上海疾控回应一人阳性整栋转移#造新词和废话文学，疫情时期官僚主义的两大体现。 ​​,广东,上海市,未定义,其他,1,原创,普通,,无,0,0,0,167,0,无,0,
3349,捏马上海疫情有完没完！！！ ​​,愤怒,愤怒,http://weibo.com/1947570203/LhZQO8xLk,新浪微博,2022/3/3 11:15,微博-微博橙V号,-JoeYoung-,敏感,捏马上海疫情有完没完！！！ ​​,上海,上海市,中小,政务,1,原创,橙V,,无,0,0,0,336,0,无,0,
2557,#上海新增492例无症状#越来越多了，[衰][衰]看这数据都麻了，愿疫情早点结束 ​​,期待,期待,http://weibo.com/5817968102/LkzwqcBUd,新浪微博,2022/3/20 9:45,微博-微博个人号,牵牛花开369,敏感,#上海新增492例无症状#越来越多了，[衰][衰]看这数据都麻了，愿疫情早点结束 ​​,陕西,上海市,未定义,其他,1,原创,普通,,无,0,0,0,117,0,无,0,
1049,上海疫情对我个人最大的影响是物流暂停买的东西收不到 退的钱款收不到 ​​,悲伤,悲伤,http://weibo.com/3608467505/LkCuRDqzV,新浪微博,2022/3/20 17:19,微博-微博个人号,你还在熬夜呢,敏感,上海疫情对我个人最大的影响是物流暂停买的东西收不到 退的钱款收不到 ​​,浙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,182,0,无,0,
2949,关于上海疫情，我目前没有上班，在河南，能做些什么？ ​​,期待,期待,http://weibo.com/2790873453/LpjGm9IG3,新浪微博,2022/4/20 14:37,微博-微博个人号,Y20120601,敏感,关于上海疫情，我目前没有上班，在河南，能做些什么？ ​​,河南,"上海市,河南省",未定义,其他,5,原创,普通,,无,0,0,0,0,0,无,0,
1192,#美国疫情或将再次迎来高峰#你先把上海控制住吧 ​​,厌恶,厌恶,http://weibo.com/6026127201/LrBPzopVq,新浪微博,2022/5/5 16:29,微博-微博个人号,章鱼章鱼酱,敏感,#美国疫情或将再次迎来高峰#你先把上海控制住吧 ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1,0,无,0,
4861,#上海市新冠肺炎疫情防控新闻发布会#妈的上海之旅泡汤了[拜拜] ​​,悲伤,悲伤,http://weibo.com/6588658220/LhJ6cvNKw,新浪微博,2022/3/1 16:37,微博-微博个人号,毛绒创可贴v,非敏感,#上海市新冠肺炎疫情防控新闻发布会#妈的上海之旅泡汤了[拜拜] ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,187,0,无,0,
1223,上海疫情并行：银保监局和安联中德人寿保险有限公司共舔人血馒头,厌恶,厌恶,https://card.weibo.com/article/m/show/id/2309404755027070943477,微博头条,2022/4/5 22:51,微博-微博个人号,Rubbish-56,敏感, 淑女士购买中德人寿保险有限公司境外意外伤残险。安联中德保险欺诈该公司有发达的全球有现场医疗服务和救援，实际上根本毫无保障，没有任何医疗服务和现场救援，华而不实吹嘘，大而空的套路。 在申请医疗报销和救援过程中，安联中德人寿保险公司层层暗藏套路，处处都是陷阱和障碍， 套路和坑人套路和坑。没有负责,北京,上海市,未定义,政务,1,原创,无,,无,0,0,0,0,0,无,0,
2171,#专家建议向受疫情影响百姓直接发现金#瞎搞 都发钱了 钱的购买力就不行了 上海 ​​,厌恶,厌恶,http://weibo.com/3900355789/Lt5fE6vyi,新浪微博,2022/5/15 9:14,微博-微博个人号,-阿飞92-,敏感,#专家建议向受疫情影响百姓直接发现金#瞎搞 都发钱了 钱的购买力就不行了 上海 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,74,0,无,0,
2299,黄浦真的有疫情啊？我住外滩还能不能回北京了[开学季][开学季][开学季]哈哈真不想活了 ​​,悲伤,悲伤,http://weibo.com/7517754368/Li8xbwWLO,新浪微博,2022/3/4 9:22,微博-微博个人号,TuttoATeMiGuida423,敏感,黄浦真的有疫情啊？我住外滩还能不能回北京了[开学季][开学季][开学季]哈哈真不想活了 ​​,河南,"北京市,上海市,黄浦区",未定义,其他,1,原创,普通,,无,0,0,0,959,0,无,0,
1136,6.9上海本轮本土疫情通俗版综合消息,中性,信任,https://card.weibo.com/article/m/show/id/2309404778874822328737,微博头条,2022/6/10 18:13,微博-微博个人号,阿马诉说,敏感, 一、新增新冠肺炎确诊人数。2022年6月9日，上海新增新冠肺炎确诊病例6人，来自隔离管控人群的只有1例，其余5人来自非隔离管控人群。 二、新增新冠病毒感染人数。2022年6月9日，新增感染人数6+5=11人。 除了确诊的6人，无症状感染者为5人，5人中有4人来自隔离管控人群，1人来自非隔离管控,北京,"上海市,香港特别行政区,北京市",未定义,医疗,1,原创,无,,无,0,0,0,0,0,无,0,
233,#EDG[超话]# 我只能说谢谢上海疫情防控 我要在现场 我现在已经吐血了 ​​,悲伤,悲伤,http://weibo.com/6404685641/LimkWzdY6,新浪微博,2022/3/5 20:30,微博-微博个人号,想杀想全都杀,敏感,#EDG[超话]# 我只能说谢谢上海疫情防控 我要在现场 我现在已经吐血了 ​​,陕西,上海市,未定义,政务,1,原创,普通,,无,0,0,0,160,0,无,0,
710,#上海对因疫情致基本生活困难群众加强救助#记住这四个字：重在落实！ ​​,信任,信任,http://weibo.com/2147268093/LoBVJFX7E,新浪微博,2022/4/15 23:14,微博-微博金V号,宋药师,非敏感,#上海对因疫情致基本生活困难群众加强救助#记住这四个字：重在落实！ ​​,河北,上海市,中小,政务,1,原创,橙V,,无,0,0,0,1043707,0,无,0,
2686,我们是这场风雨里被保护的最好的那批人,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404755000202231904,微博头条,2022/4/5 21:04,微博-微博个人号,乐乐乐数晨夕,非敏感, 疫情当下，没有人可以置身事外。而在这场风雨中，我们是被保护的最好的那群人。 昨天去超市买东西，基本都被清空了，超市的阿姨说：“大家放心，还有货，都在门口，我们要拉回来消毒然后再上货，放心吧，肯定能保证你们的物资。”今天开始实施了更加严格的管理，不允许堂食，除了点外卖就只能去食堂打包，并且,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
1435,.上海：疫情防控取得阶段性成效 6个区实现社会面基本清零,中性,信任,https://weibo.com/ttarticle/p/show?id=2309404773033905881341,微博头条,2022/5/25 15:23,微博-微博个人号,坐着站,非敏感, 新华社上海5月1日电（记者 袁全、胡洁菲）在5月1日举行的上海市新冠肺炎疫情防控新闻发布会上，上海市政府副秘书长、市疫情防控领导小组办公室主任顾洪辉表示，近一个月以来，在全国各地的齐心援助和全体市民的共同努力下，上海本轮疫情防控取得阶段性成效。当前，上海市疫情形势稳中向好，清零攻坚效果日益,北京,"上海市,浦东新区,宣桥镇",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
4077,#北京酒吧疫情防控难度超越新发地#先是上海，再是北京。这是境外势力搞我们吧[微笑] ​​,厌恶,厌恶,http://weibo.com/1614570403/Lxolnr6QW,新浪微博,2022/6/12 17:11,微博-微博橙V号,画画的大老王,敏感,#北京酒吧疫情防控难度超越新发地#先是上海，再是北京。这是境外势力搞我们吧[微笑] ​​,北京,"北京市,上海市",中小,其他,1,原创,橙V,,无,0,0,0,13858,0,无,0,
3207,人人守牢防线，减少“流动中的风险”,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404769129763570433,微博头条,2022/5/14 20:50,微博-微博政务号,闵行梅陇镇,非敏感, 目前，上海市疫情防控正处于应急处置向常态化防控转换的关键阶段。 不少市民发现，自己或亲友的小区慢慢重新有了活力，随着快递、外卖行业的逐步复产复工，生活似乎也渐渐步入正轨。然而，“一朝回到解放前”的反弹也屡见不鲜， “流动中的风险”成为现阶段最需要重视的问题 。记者,上海,上海市,地市,其他,1,原创,无,,无,0,0,0,0,0,无,0,
1526,疫情居家正常办公！发的上海最低工资标准，可以更恶心一点[微笑] ​​,厌恶,厌恶,http://weibo.com/5696138904/LxHgAocuG,新浪微博,2022/6/14 17:22,微博-微博个人号,想做脑袋空空的废柴s,敏感,疫情居家正常办公！发的上海最低工资标准，可以更恶心一点[微笑] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,841,0,无,0,
1230,我大上海何时这么凄惨过疫情 我恨你 zf 我恨你 ​​,愤怒,愤怒,http://weibo.com/6283249351/Lx5zCxaLO,新浪微博,2022/6/10 17:24,微博-微博个人号,小鯨魚ye_,敏感,我大上海何时这么凄惨过疫情 我恨你 zf 我恨你 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,266,0,无,0,
3329,#上海东方医院护士#  杀人的不是新冠[悲伤] ​​,悲伤,悲伤,http://weibo.com/6047464723/LlmxLziGd,新浪微博,2022/3/25 14:33,微博-微博个人号,咚咚冬董吖,敏感,#上海东方医院护士# 杀人的不是新冠[悲伤] ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1339,0,无,0,
138,有本事对居民宣传不要买非生活必需品那倒是阻止一下某些商家主动开团零食啊[嘻嘻]#上海疫情# ​​,厌恶,厌恶,http://weibo.com/2859192304/LnR21poqn,新浪微博,2022/4/10 23:50,微博-微博个人号,咋半,敏感,有本事对居民宣传不要买非生活必需品那倒是阻止一下某些商家主动开团零食啊[嘻嘻]#上海疫情# ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1830,0,无,0,
2491,#上海市新冠肺炎疫情防控新闻发布会#上海就要面子呗 不把学生的命当回事 ​​,厌恶,厌恶,http://weibo.com/7498040764/Lj6Jq9uPp,新浪微博,2022/3/10 18:37,微博-微博个人号,顾九玖958,敏感,#上海市新冠肺炎疫情防控新闻发布会#上海就要面子呗 不把学生的命当回事 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,3,0,无,0,
1305,第一次感受到疫情是如此的近 上海 ​​,悲伤,悲伤,http://weibo.com/2865011443/Lj7xo83sx,新浪微博,2022/3/10 20:40,微博-微博个人号,Mey申n,敏感,第一次感受到疫情是如此的近 上海 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,126,0,无,0,
1737,疫情啊疫情你什么时候消失啊，我希望快一点解封家小区了，我要出门外出去 上海 ​​,悲伤,悲伤,http://weibo.com/5834245794/LlocED6XR,新浪微博,2022/3/25 18:46,微博-微博个人号,捷足先登李雨捷,敏感,疫情啊疫情你什么时候消失啊，我希望快一点解封家小区了，我要出门外出去 上海 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,494,0,无,0,
3190,就上海市纪委通报2起疫情防空不力,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404783567636136708,微博头条,2022/6/23 17:01,微博-微博个人号,北京-纽约纽约-化妆师张丽,敏感, 就上海市纪委通报2起疫情防空不力 ,北京,上海市,未定义,"政务,公安",3,原创,无,,无,0,0,0,0,0,无,0,
,“疫”往无前 全体纪检干部同心抗疫在行动,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404782388894105946,微博头条,2022/6/20 10:57,微博-微博个人号,KW80866,非敏感, 2022年，是党和国家事业发展中极端重要的一年，在隆重庆祝党的百年华诞之后，我们以无比振奋的心情憧憬党的二十大，翘首以盼这一继往开来的历史时刻。2022年，也是疫情反复的一年，突如其来的蔓延态势牵动着举国上下的心。在这样特殊的时刻，全体纪检干部要闻令而动，在抗疫之战中当好奋斗者、监督,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
2717,#上海市疫情近几日呈下降趋势#  赶紧好起来吧，老百姓真的太难了 ​​,期待,期待,http://weibo.com/1934328695/LpjWU7KEi,新浪微博,2022/4/20 15:17,微博-微博个人号,我的宝贝叫Elain,中性,#上海市疫情近几日呈下降趋势# 赶紧好起来吧，老百姓真的太难了 ​​,陕西,上海市,未定义,其他,1,原创,普通,,无,0,0,0,171,0,无,0,
4471,#北京6月3日新增5例本土确诊#不懂就问：上海的风险人群筛查，是不是社会面筛查？#上海疫情# ​​,信任,信任,http://weibo.com/1258846902/Lw7iA4xZS,新浪微博,2022/6/4 7:57,微博-微博个人号,孙嘉宁1966,敏感,#北京6月3日新增5例本土确诊#不懂就问：上海的风险人群筛查，是不是社会面筛查？#上海疫情# ​​,广西,"上海市,北京市",未定义,其他,1,原创,普通,,无,0,0,0,68697,0,无,0,
3569,#上海新增本土确诊9例无症状22例#早日解封！全国疫情都快快退散[作揖] ​​,期待,期待,http://weibo.com/7572053534/LvvV178FQ,新浪微博,2022/5/31 8:48,微博-微博个人号,圆满吉祥yz,中性,#上海新增本土确诊9例无症状22例#早日解封！全国疫情都快快退散[作揖] ​​,广东,上海市,未定义,其他,1,原创,普通,,无,0,0,0,81,0,无,0,
4162,#五一放假调休共5天#上海疫情赶快平息呀[泪][泪]要不然回不了家了 ​​,悲伤,悲伤,http://weibo.com/7735175782/LnOa4AZ53,新浪微博,2022/4/10 16:32,微博-微博个人号,吐泡泡的大白鲨,敏感,#五一放假调休共5天#上海疫情赶快平息呀[泪][泪]要不然回不了家了 ​​,江苏,上海市,未定义,其他,1,原创,普通,,无,0,0,0,2,0,无,0,
4156,每经11点丨上海金山：全区867家规上工业企业已复产645家,期待,期待,https://weibo.com/ttarticle/p/show?id=2309404768984569610326,微博头条,2022/5/14 11:13,微博-微博媒体号,每日经济新闻,非敏感, 1丨上海金山：全区867家规上工业企业已复产645家，复产率74.4% 每经AI快讯，今天（5月14日）上午举行的上海市疫情防控工作新闻发布会上，上海市金山区副区长翟金国就金山区各行业复工复产情况做了介绍。 翟金国表示，考虑到金山社会面疫情逐渐好转，部分居民和企业会有现,四川,"上海市,金山区",地市,其他,1,原创,无,,无,0,0,0,0,0,无,0,
4124,#上海对因疫情致基本生活困难群众加强救助#那就把我们送回去啊[二哈] ​​,悲伤,悲伤,http://weibo.com/6118759502/LoAhO0Xpi,新浪微博,2022/4/15 19:03,微博-微博个人号,Bessy小疯子618,非敏感,#上海对因疫情致基本生活困难群众加强救助#那就把我们送回去啊[二哈] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,50,0,无,0,
3696,上海这疫情数据真的不是在开玩笑吗 ​​,惊讶,惊讶,http://weibo.com/6782743358/LlmfUkFvb,新浪微博,2022/3/25 13:49,微博-微博个人号,蜂蜜芥末蘸鱼饼,敏感,上海这疫情数据真的不是在开玩笑吗 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,47,0,无,0,
1638,所以九里亭花苑是什么情况？有没有同小区的知道呢？#九亭##九亭疫情# 上海 ​​,惊讶,惊讶,http://weibo.com/6505967098/LlokV3sXI,新浪微博,2022/3/25 19:06,微博-微博个人号,像风一样_q,敏感,所以九里亭花苑是什么情况？有没有同小区的知道呢？#九亭##九亭疫情# 上海 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,50,0,无,0,
3130,#上海市疫情近几日呈下降趋势#上海天天外溢，能不下降吗 ​​,厌恶,厌恶,http://weibo.com/7748708424/Lpjth3kNC,新浪微博,2022/4/20 14:04,微博-微博个人号,用户7748708424,敏感,#上海市疫情近几日呈下降趋势#上海天天外溢，能不下降吗 ​​,江苏,上海市,未定义,其他,2,原创,普通,,无,0,0,0,0,0,无,0,
2342,人生最大的幸福,喜悦,喜悦,https://weibo.com/ttarticle/p/show?id=2309404769302556574372,微博头条,2022/5/15 8:16,微博-微博个人号,ZYXZYX_94547,非敏感, 人生最大的幸福 每个人都有各自的幸福，有的人期待封妻荫子，有的人期待耀祖光宗，有的人期待荣华富贵，有的人期待子孙满堂，……。总之大多数人的幸福观都逃不过“比较”二字，人们喜欢与自己熟悉的人群作比较，挣的钱如果比别人多，房子如果比别人大，子女如果比别人优秀，只要衣食住行的规格能够高于他人，,北京,"上海市,浦东新区,花木街道",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
4367,#上海3人防疫中不担当不作为被免职#疫情真的是个照妖镜 ​​,厌恶,厌恶,http://weibo.com/7384086424/Lpixa69fk,新浪微博,2022/4/20 11:41,微博-微博橙V号,滚去教室自习,敏感,#上海3人防疫中不担当不作为被免职#疫情真的是个照妖镜 ​​,湖北,上海市,中小,"政务,公安",2,原创,橙V,,无,0,0,0,33,0,无,0,
1791,关于疫情及问题，几句要紧坦率的话,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404767563673633509,微博头条,2022/5/10 13:06,微博-微博个人号,#NAME?,非敏感, 几句要紧坦率的话 文/司马南 又是连续三天核酸，昨天晚上居委会中心理论组（老同志分组）讨论新冠疫情的最新进展情况，吸收了几名核酸检测中做志愿者的年轻同志参加，大家形成几点认识，兹通报如下。 首先是非常感动。在保护人民生命安全面前，国家不计代价不惜代价。,北京,"北京市,东城区,上海市",未定义,政务,1,原创,无,,无,0,0,0,0,0,无,0,
1832,上海反反复复的疫情让我明白一个道理：及时行乐 上海 ​​,悲伤,悲伤,http://weibo.com/1855675174/Lx34WC5u7,新浪微博,2022/6/10 11:03,微博-微博个人号,啊啊啊哈啦啦啦_,敏感,上海反反复复的疫情让我明白一个道理：及时行乐 上海 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,438,0,无,0,
4136,#上海疫情#要么全封全员核酸 要么索性放开好吗？这一天天的新增真的怕[裂开] ​​,恐惧,恐惧,http://weibo.com/2885394457/LllY39kCk,新浪微博,2022/3/25 13:05,微博-微博个人号,-YeahYee-,敏感,#上海疫情#要么全封全员核酸 要么索性放开好吗？这一天天的新增真的怕[裂开] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,155,0,无,0,
2669,#上海19日新增本土死亡7例#就算不得新冠，每天也都会死人吧 ​​,悲伤,悲伤,http://weibo.com/6439189650/Lpk0kgndI,新浪微博,2022/4/20 15:26,微博-微博个人号,我是张童鞋呀,敏感,#上海19日新增本土死亡7例#就算不得新冠，每天也都会死人吧 ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,14,0,无,0,
1076,才知道 我们这里物资发的是最好的了 我以为全上海都一样 希望疫情快点结束吧 ​​,期待,期待,http://weibo.com/1864604414/LqRbwrXDR,新浪微博,2022/4/30 17:44,微博-微博个人号,亦白亦失沂-,敏感,才知道 我们这里物资发的是最好的了 我以为全上海都一样 希望疫情快点结束吧 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,1936,0,无,0,
739,光明网评论员：保物流就是保防疫保经济,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404760450108883346,微博头条,2022/4/20 22:00,微博-微博媒体号,光明网,非敏感, 光明网评论员： 有媒体报道称，天津市已于昨天（4月19日）开通关于重点物资运输车辆通行证的网上办理渠道，统筹做好货运物流疫情和保障通畅。通行证全国统一格式、全国省际互认。 就在同天下午，国务院联防联控机制召开新闻发布会，交通部相关负责人表示，加快推广使用全国统一互认的通,北京,"上海市,吉林省,天津市",央级,其他,1,原创,无,,无,0,0,0,0,0,无,0,
626,每天的疫情什么时候才是个头，能不能有点能力的帮帮上海啊，为什么什么东西都瞒呢。 ​​,惊讶,惊讶,http://weibo.com/3918196252/LlpHl6ubd,新浪微博,2022/3/25 22:34,微博-微博个人号,谦然以,敏感,每天的疫情什么时候才是个头，能不能有点能力的帮帮上海啊，为什么什么东西都瞒呢。 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,203,0,无,0,
3817,王思聪你就是歌姬吧,厌恶,厌恶,https://weibo.com/ttarticle/p/show?id=2309404760314351845468,微博头条,2022/4/20 13:00,微博-微博个人号,国际巨猩猩,敏感, 莲花清瘟能不能预防新冠我不知道，但国家和莲花清瘟官方都从来没说过能预防，最多也就是说能改善你的状况有增益作用，一些人自己给对方扣一个帽子然后疯狂地炮轰这个点还自诩正义。 而且而且！分发连花清瘟确实是花费了上海很多的人力物力，但是我国从去年开始的对外援助药品中都有莲花清瘟胶囊，咋两年,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
661,#上海辟谣58岁男子饿死家中##上海疫情##北京疫情##西安疫情# 我贼，不敢发钱感冒�了 ​​,恐惧,恐惧,http://weibo.com/6064387980/LrDeOl859,新浪微博,2022/5/5 20:04,微博-微博个人号,左0816,敏感,#上海辟谣58岁男子饿死家中##上海疫情##北京疫情##西安疫情# 我贼，不敢发钱感冒�了 ​​,上海,"上海市,北京市",未定义,政务,1,原创,普通,,无,0,0,0,11,0,无,0,
3093,#上海红玫瑰美容院3名员工初筛阳性#上海疫情续集会来吗 ​​,悲伤,悲伤,http://weibo.com/7342901448/LwWkWteSP,新浪微博,2022/6/9 17:53,微博-微博个人号,这就是大叔呀,敏感,#上海红玫瑰美容院3名员工初筛阳性#上海疫情续集会来吗 ​​,浙江,上海市,未定义,时尚,1,原创,普通,,无,0,0,0,251,0,无,0,
,#上海大样本数据揭示奥密克戎重症率#真不知道什么时候可以结束这b疫情带来的日子[跪了] ​​,愤怒,愤怒,http://weibo.com/3784748233/LysoawDoo,新浪微博,2022/6/19 17:19,微博-微博个人号,小胖婷婷没烦恼,敏感,#上海大样本数据揭示奥密克戎重症率#真不知道什么时候可以结束这b疫情带来的日子[跪了] ​​,浙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,284,0,无,0,
1324,#上海市委书记感谢市民作出的贡献#搞得好像疫情已经结束了，要不要脸,愤怒,愤怒,http://weibo.com/1880592474/LoBIF6OQj,新浪微博,2022/4/15 22:42,微博-微博个人号,曰光牙Q,敏感,#上海市委书记感谢市民作出的贡献#搞得好像疫情已经结束了，要不要脸,江苏,上海市,未定义,政务,1,原创,橙V,,无,0,0,0,896,0,无,0,
3396,#上海疫情# 上海现在是不是应该分析一下这轮疫情原因了，总结经验教训嘛 ​​,悲伤,悲伤,http://weibo.com/5627755767/Luwu073ZF,新浪微博,2022/5/24 20:24,微博-微博个人号,糊说粑道2023,敏感,#上海疫情# 上海现在是不是应该分析一下这轮疫情原因了，总结经验教训嘛 ​​,贵州,上海市,未定义,政务,1,原创,普通,,无,0,0,0,38,0,无,0,
2754,操你妈了个臭逼的操你女儿逼的谷子拖了6月没发货现在上海还疫情我要杀了你妈 ​​,愤怒,愤怒,http://weibo.com/7529883454/LuyuX0T5E,新浪微博,2022/5/25 1:31,微博-微博个人号,羽澤咖啡厅,敏感,操你妈了个臭逼的操你女儿逼的谷子拖了6月没发货现在上海还疫情我要杀了你妈 ​​,黑龙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,736,0,无,0,
1455,#上海疫情##深圳疫情#本来是自己作死，作死完还在装死[闭嘴][闭嘴] ​​,愤怒,愤怒,http://weibo.com/3845216884/LjPZc7dbs,新浪微博,2022/3/15 13:49,微博-微博个人号,壹玖玖壹玖叁,敏感,#上海疫情##深圳疫情#本来是自己作死，作死完还在装死[闭嘴][闭嘴] ​​,江苏,"上海市,广东省,深圳市",未定义,政务,1,原创,普通,,无,0,0,0,1141,0,无,0,
4144,两部门全额退还增值税留抵税额行业政策，聪明钱跑步入场？,期待,期待,https://weibo.com/ttarticle/p/show?id=2309404778376110932513,微博头条,2022/6/9 9:11,微博-微博个人号,泰达宏利基金,非敏感, 2022.06.09 宏观要闻： ·国资委：央企、地方国资委要建立完善科技创新方面合规免责清单 证券时报网讯，6月8日，推广“科改示范行动”经验、强化科技创新激励专题推进会召开。国务院国有企业改革领导小组办公室副主任，国资委党委委员,北京,"广东省,深圳市,上海市",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
4406,#上海一群租房100平住30人一半感染新冠#天呢，人员密集还是有点威胁� ​​,悲伤,悲伤,http://weibo.com/7581936967/LwSnythim,新浪微博,2022/6/9 7:49,微博-微博个人号,雾里云里88,敏感,#上海一群租房100平住30人一半感染新冠#天呢，人员密集还是有点威胁� ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,107,0,无,0,
2188,厉害了！#上海疫情# http://t.cn/A6X9YqqO ​ ​​,惊讶,惊讶,http://weibo.com/1735760121/LuBKqzc1c,新浪微博,2022/5/25 9:48,微博-微博个人号,沪事儿,非敏感,厉害了！#上海疫情# http://t.cn/A6X9YqqO ​ ​​ Eason-有内涵的微博视频,江苏,上海市,未定义,政务,2,原创,普通,,无,0,0,0,117387,0,无,0,
2384,#上海通报2起疫情防控不力典型问题#,中性,信任,https://weibo.com/ttarticle/p/show?id=2309404783885132365866,微博头条,2022/6/24 14:02,微博-微博个人号,小甜甜的3哥,敏感, 给有为者鼓劲，让无为者靠边上海市的疫情防控形势，牵动着无数国人的心。对直面疫情的两千余万上海市民而言，这是一场严峻的挑战，也是一道需要社会各界携手迈过的难关。从基层一线到后方指挥，从物资调配到公卫防线，疫情防控工作的每个环节上，都有众多无私奉献、敢拼敢干的身影不断涌现。如果将上海当前的防疫局势比,北京,上海市,未定义,"政务,公安",21,原创,无,,无,0,0,0,0,0,无,0,
3655,新能源又推利好政策,期待,期待,https://weibo.com/ttarticle/p/show?id=2309404775101676520075,微博头条,2022/5/31 8:20,微博-微博个人号,吴西视点,中性,新能源又推利好政策 新能源又推利好政策 上一个交易日上证指数、深成指、创业板指全线高开，全天震荡攀升，成交量8100多亿。上证指数、深成指、创业板指收高开小阳线！酿酒行业、沪企改革等板块领涨。量价关系不理想，上涨缩量、下跌放量。要提防中级反弹结束的可能性。 上一个交易日板块方面，领,北京,"北京市,丰台区,上海市",未定义,"政务,公安",1,原创,无,,无,0,0,0,0,0,无,0,
